Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Submitters,Collection_Date
AP019147.1,SAMD00141618,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN412_PBMC DNA, nearly complete genome",157125,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019148.1,SAMD00141619,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN4137_tissue DNA, complete genome",171107,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019149.1,SAMD00141620,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN417_CD3+ DNA, nearly complete genome",166792,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019150.1,SAMD00141621,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN417_CD56+ DNA, nearly complete genome",167178,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019151.1,SAMD00141622,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN417_PBMC DNA, nearly complete genome",167676,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019152.1,SAMD00141623,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN431_CD19+ DNA, nearly complete genome",165041,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019153.1,SAMD00141624,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN431_CD3+ DNA, nearly complete genome",162874,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019154.1,SAMD00141625,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN431_CD56+ DNA, nearly complete genome",163141,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019155.1,SAMD00141626,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN4314_PBMC DNA, complete genome",160040,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019156.1,SAMD00141627,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN463_PBMC DNA, nearly complete genome",166704,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019157.1,SAMD00141628,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN470_PBMC DNA, nearly complete genome",163813,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019158.1,SAMD00141629,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN484_PBMC DNA, nearly complete genome",171354,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019159.1,SAMD00141630,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN486_PBMC DNA, nearly complete genome",162184,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019160.1,SAMD00141631,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN494_CD3+ DNA, nearly complete genome",166070,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019161.1,SAMD00141632,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN494_CD56+ DNA, nearly complete genome",166236,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019162.1,SAMD00141633,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN495_PBMC DNA, complete genome",171374,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019163.1,SAMD00141634,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN497_PBMC DNA, nearly complete genome",168743,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019164.1,SAMD00141635,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN498_PBMC DNA, nearly complete genome",170424,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019165.1,SAMD00141636,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN5_PBMC DNA, nearly complete genome",153982,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019166.1,SAMD00141637,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN5087_PBMC DNA, complete genome",171035,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019167.1,SAMD00141638,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN5173_PBMC DNA, nearly complete genome",143727,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019168.1,SAMD00141639,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN519_PBMC DNA, nearly complete genome",170218,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019169.1,SAMD00141640,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN520_PBMC DNA, nearly complete genome",166929,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019170.1,SAMD00141641,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN539_PBMC DNA, nearly complete genome",169629,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019171.1,SAMD00141642,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN554_PBMC DNA, nearly complete genome",170247,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019172.1,SAMD00141643,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN5575_PBMC DNA, nearly complete genome",171343,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019173.1,SAMD00141644,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN563_CD19+ DNA, nearly complete genome",169659,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019174.1,SAMD00141645,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN563_CD3+ DNA, nearly complete genome",169322,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019175.1,SAMD00141646,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN563_CD56+ DNA, nearly complete genome",171238,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019176.1,SAMD00141647,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN571_CD3+ DNA, nearly complete genome",170138,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019177.1,SAMD00141648,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN571_CD56+ DNA, nearly complete genome",170870,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019178.1,SAMD00141649,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN573_PBMC DNA, nearly complete genome",168069,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019179.1,SAMD00141650,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN582_PBMC DNA, complete genome",166012,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
AP019180.1,SAMD00141651,Human gammaherpesvirus 4,Lymphocryptovirus humangamma4,,,"Human gammaherpesvirus 4 UPN584_PBMC DNA, complete genome",171352,complete,Japan,Japan,Homo sapiens,"Okuno,Y., Murata,T., Sato,Y., Muramatsu,H., Ito,Y., Watanabe,T., Okuno,T., Murakami,N., Yoshida,K., Sawada,A., Inoue,M., Kawa,K., Seto,M., Ohshima,K., Shiraishi,Y., Chiba,K., Tanaka,H., Miyano,S., Narita,Y., Yoshida,M., Goshima,F., Kawada,J.I., Nishida,T., Kiyoi,H., Kato,S., Nakamura,S., Morishima,S., Yoshikawa,T., Fujiwara,S., Shimizu,N., Isobe,Y., Noguchi,M., Kikuta,A., Iwatsuki,K., Takahashi,Y., Kojima,S., Ogawa,S., Kimura,H.",2013
