Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Component,Isolate_Clean,Isolate_Pair_Core,Pair_Key
NC_001467.1,,Begomovirus manihotis,Begomovirus manihotis,West Kenyan 844,DNA A,"African cassava mosaic virus isolate West Kenyan 844 segment DNA1, complete sequence",2779,complete,,,Manihot esculenta,,A,west kenyan 844,west kenyan 844, || begomovirus manihotis || begomovirus manihotis || complete ||  ||  || manihot esculenta ||  || west kenyan 844
HE979782.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI3:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI3:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi3:12]dna-b,acmv-[ug:nam:cmd-mi3:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi3:12]dna
HE979783.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI6:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI6:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi6:12]dna-b,acmv-[ug:nam:cmd-mi6:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi6:12]dna
HE979784.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI10:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI10:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi10:12]dna-b,acmv-[ug:nam:cmd-mi10:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi10:12]dna
HE979785.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI12:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI12:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi12:12]dna-b,acmv-[ug:nam:cmd-mi12:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi12:12]dna
HE979786.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI18:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI18:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi18:12]dna-b,acmv-[ug:nam:cmd-mi18:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi18:12]dna
HE979787.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI20:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI20:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi20:12]dna-b,acmv-[ug:nam:cmd-mi20:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi20:12]dna
HE979788.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI21:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI21:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi21:12]dna-b,acmv-[ug:nam:cmd-mi21:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi21:12]dna
HE979789.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI23:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI23:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi23:12]dna-b,acmv-[ug:nam:cmd-mi23:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi23:12]dna
HE979790.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI25:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI25:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi25:12]dna-b,acmv-[ug:nam:cmd-mi25:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi25:12]dna
HE979791.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI30:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI30:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi30:12]dna-b,acmv-[ug:nam:cmd-mi30:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi30:12]dna
HE979792.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI32:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI32:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi32:12]dna-b,acmv-[ug:nam:cmd-mi32:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi32:12]dna
HE979793.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI35:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI35:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi35:12]dna-b,acmv-[ug:nam:cmd-mi35:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi35:12]dna
HE979794.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI36:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI36:12]DNA-B, complete genome",2725,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi36:12]dna-b,acmv-[ug:nam:cmd-mi36:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi36:12]dna
HE979795.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI37:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI37:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi37:12]dna-b,acmv-[ug:nam:cmd-mi37:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi37:12]dna
HE979796.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[UG:Nam:CMD-MI38:12]DNA-B,DNA-B,"African cassava mosaic virus segment DNA-B, isolate ACMV-[UG:Nam:CMD-MI38:12]DNA-B, complete genome",2724,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012,B,acmv-[ug:nam:cmd-mi38:12]dna-b,acmv-[ug:nam:cmd-mi38:12]dna, || begomovirus manihotis || begomovirus manihotis || complete || uganda:namulonge || uganda || manihot esculenta || 2012 || acmv-[ug:nam:cmd-mi38:12]dna
HM468428.1,,Begomovirus manihotis,Begomovirus manihotis,,,"African cassava mosaic virus strain Pakistan/Multan/Tomentosum/08, complete genome",2790,complete,Pakistan,Pakistan,Gossypium tomentosum,2008-04,UNKNOWN,,, || begomovirus manihotis || begomovirus manihotis || complete || pakistan || pakistan || gossypium tomentosum || 2008-04 || 
JN053421.1,,Begomovirus manihotis,Begomovirus manihotis,K1J1,DNA-A,"African cassava mosaic virus isolate K1J1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,k1j1,k1j1, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || k1j1
JN053422.1,,Begomovirus manihotis,Begomovirus manihotis,B5J1,DNA-A,"African cassava mosaic virus isolate B5J1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,b5j1,b5j1, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || b5j1
JN053423.1,,Begomovirus manihotis,Begomovirus manihotis,B5J2,DNA-A,"African cassava mosaic virus isolate B5J2 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,b5j2,b5j2, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || b5j2
JN053424.1,,Begomovirus manihotis,Begomovirus manihotis,K1J16,DNA-A,"African cassava mosaic virus isolate K1J16 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,k1j16,k1j16, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || k1j16
JN053425.1,,Begomovirus manihotis,Begomovirus manihotis,K4J2,DNA-A,"African cassava mosaic virus isolate K4J2 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,k4j2,k4j2, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || k4j2
JN053426.1,,Begomovirus manihotis,Begomovirus manihotis,S5J1,DNA-A,"African cassava mosaic virus isolate S5J1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,s5j1,s5j1, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || s5j1
JN053427.1,,Begomovirus manihotis,Begomovirus manihotis,K3J16,DNA-A,"African cassava mosaic virus isolate K3J16 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,k3j16,k3j16, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || k3j16
JN053428.1,,Begomovirus manihotis,Begomovirus manihotis,K4J20,DNA-A,"African cassava mosaic virus isolate K4J20 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,k4j20,k4j20, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || k4j20
JN053429.1,,Begomovirus manihotis,Begomovirus manihotis,S5J3,DNA-A,"African cassava mosaic virus isolate S5J3 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28,A,s5j3,s5j3, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || jatropha curcas || 2009-08-28 || s5j3
JN053430.1,,Begomovirus manihotis,Begomovirus manihotis,K4C1,DNA-A,"African cassava mosaic virus isolate K4C1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Manihot esculenta,2009-08-28,A,k4c1,k4c1, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || manihot esculenta || 2009-08-28 || k4c1
JN053431.1,,Begomovirus manihotis,Begomovirus manihotis,S4C2,DNA-A,"African cassava mosaic virus isolate S4C2 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Manihot esculenta,2009-08-28,A,s4c2,s4c2, || begomovirus manihotis || begomovirus manihotis || complete || kenya || kenya || manihot esculenta || 2009-08-28 || s4c2
JN165086.1,,African cassava mosaic virus-Ghana,Begomovirus manihotis,ACMV,DNA-B,"African cassava mosaic virus-Ghana isolate ACMV segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2008,B,acmv,acmv, || african cassava mosaic virus-ghana || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2008 || acmv
JN165088.1,,African cassava mosaic virus-Ghana,Begomovirus manihotis,ACMV,DNA-A,"African cassava mosaic virus-Ghana isolate ACMV segment DNA-A, complete sequence",2781,complete,Ghana,Ghana,Manihot esculenta,2008,A,acmv,acmv, || african cassava mosaic virus-ghana || begomovirus manihotis || complete || ghana || ghana || manihot esculenta || 2008 || acmv
GQ169505.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV-[PK;Mul;Dar;06] segment DNA-A, complete sequence",2714,complete,Pakistan,Pakistan,Gossypium darwinii,2006-11,A,,, || begomovirus manihotis || begomovirus manihotis || complete || pakistan || pakistan || gossypium darwinii || 2006-11 || 
GQ204106.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Gos2/08 segment DNA-A, complete sequence",2782,complete,Pakistan: Multan,Pakistan,Gossypium gossypioides,2008-03,A,,, || begomovirus manihotis || begomovirus manihotis || complete || pakistan: multan || pakistan || gossypium gossypioides || 2008-03 || 
GQ204107.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Har/08 segment DNA-A, complete sequence",2784,complete,Pakistan: Multan,Pakistan,Gossypium harknessii,2008-03,A,,, || begomovirus manihotis || begomovirus manihotis || complete || pakistan: multan || pakistan || gossypium harknessii || 2008-03 || 
GQ204108.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Som/08 segment DNA-A, complete sequence",2781,complete,Pakistan: Multan,Pakistan,Gossypium somalense,2008-03,A,,, || begomovirus manihotis || begomovirus manihotis || complete || pakistan: multan || pakistan || gossypium somalense || 2008-03 || 
GQ204109.1,,Begomovirus manihotis,Begomovirus manihotis,,DNA-A,"African cassava mosaic virus clone ACMV/PK/Mul/Sto/08 segment DNA-A, complete sequence",2781,complete,Pakistan: Multan,Pakistan,Gossypium stocksii,2008-03,A,,, || begomovirus manihotis || begomovirus manihotis || complete || pakistan: multan || pakistan || gossypium stocksii || 2008-03 || 
FJ751233.1,,African cassava mosaic virus-cotton,Begomovirus manihotis,,,"African cassava mosaic virus-cotton clone ACMV-Punc19, complete genome",2756,complete,Pakistan,Pakistan,Gossypium hirsutum var. punctatum,2006-11,UNKNOWN,,, || african cassava mosaic virus-cotton || begomovirus manihotis || complete || pakistan || pakistan || gossypium hirsutum var. punctatum || 2006-11 || 
FJ751234.1,,African cassava mosaic virus-cotton,Begomovirus manihotis,,,"African cassava mosaic virus-cotton clone ACMV-Lob1, complete genome",2781,complete,Pakistan,Pakistan,Gossypium lobatum,2008-03,UNKNOWN,,, || african cassava mosaic virus-cotton || begomovirus manihotis || complete || pakistan || pakistan || gossypium lobatum || 2008-03 || 
FJ751235.1,,African cassava mosaic virus-cotton,Begomovirus manihotis,,,"African cassava mosaic virus-cotton clone ACMV-Gos1, complete genome",2779,complete,Pakistan,Pakistan,Gossypium gossypioides,2008-03,UNKNOWN,,, || african cassava mosaic virus-cotton || begomovirus manihotis || complete || pakistan || pakistan || gossypium gossypioides || 2008-03 || 
FJ807631.1,,Begomovirus manihotis,Begomovirus manihotis,Angola:Funda:2008,DNA-A,"African cassava mosaic virus isolate Angola:Funda:2008 segment DNA-A, complete sequence",2783,complete,Angola,Angola,Manihot esculenta,2008-04-26,A,angola:funda:2008,angola:funda:2008, || begomovirus manihotis || begomovirus manihotis || complete || angola || angola || manihot esculenta || 2008-04-26 || angola:funda:2008
FM877473.1,,Begomovirus manihotis,Begomovirus manihotis,Burkina Faso-Kamboinse-2008,,"African cassava mosaic virus complete genome, isolate Burkina Faso-Kamboinse-2008",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2008-09,UNKNOWN,burkina faso-kamboinse-2008,burkina faso-kamboinse-2008, || begomovirus manihotis || begomovirus manihotis || complete || burkina faso || burkina faso || manihot esculenta || 2008-09 || burkina faso-kamboinse-2008
EU685318.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Mg:03],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Mg:03] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Manihot glaziovii,,A,acmv-[ng:mg:03],acmv-[ng:mg:03], || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || manihot glaziovii ||  || acmv-[ng:mg:03]
EU685320.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Ll:06],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Ll:06] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Leucaena leucocephala,,A,acmv-[ng:ll:06],acmv-[ng:ll:06], || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || leucaena leucocephala ||  || acmv-[ng:ll:06]
EU685322.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:So:03],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:So:03] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Senna occidentalis,,A,acmv-[ng:so:03],acmv-[ng:so:03], || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || senna occidentalis ||  || acmv-[ng:so:03]
EU685324.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Rc:03],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Rc:03] segment DNA-A, complete sequence",2780,complete,Nigeria,Nigeria,Ricinus communis,,A,acmv-[ng:rc:03],acmv-[ng:rc:03], || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || ricinus communis ||  || acmv-[ng:rc:03]
EU685325.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[NG:Sb:07],DNA-A,"African cassava mosaic virus isolate ACMV-[NG:Sb:07] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Glycine max,,A,acmv-[ng:sb:07],acmv-[ng:sb:07], || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || glycine max ||  || acmv-[ng:sb:07]
EU685328.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CM[NG:Cc:03],DNA-A,"African cassava mosaic virus isolate ACMV-CM[NG:Cc:03] segment DNA-A, complete sequence",2781,complete,Nigeria,Nigeria,Combretum confertum,,A,acmv-cm[ng:cc:03],acmv-cm[ng:cc:03], || begomovirus manihotis || begomovirus manihotis || complete || nigeria || nigeria || combretum confertum ||  || acmv-cm[ng:cc:03]
AF259894.1,,African cassava mosaic virus-[Ivory Coast],Begomovirus manihotis,,DNA-A,"African cassava mosaic virus-[Ivory Coast] DNA-A, complete sequence",2781,complete,Cote d'Ivoire,Cote d'Ivoire,,,A,,, || african cassava mosaic virus-[ivory coast] || begomovirus manihotis || complete || cote d'ivoire || cote d'ivoire ||  ||  || 
AF259895.1,,African cassava mosaic virus-[Ivory Coast],Begomovirus manihotis,,DNA-B,"African cassava mosaic virus-[Ivory Coast] DNA-B, complete sequence",2727,complete,Cote d'Ivoire,Cote d'Ivoire,,,B,,, || african cassava mosaic virus-[ivory coast] || begomovirus manihotis || complete || cote d'ivoire || cote d'ivoire ||  ||  || 
AF366902.1,,African cassava mosaic virus-[Cameroon-DO2],Begomovirus manihotis,,,"African cassava mosaic virus-[Cameroon-DO2] strain ACMV-CM/D02 component A, complete sequence",2781,complete,Cameroon: southwestern rainforest region,Cameroon,,,A,,, || african cassava mosaic virus-[cameroon-do2] || begomovirus manihotis || complete || cameroon: southwestern rainforest region || cameroon ||  ||  || 
AF112352.1,,African cassava mosaic virus-[Cameroon],Begomovirus manihotis,,component A,"African cassava mosaic virus-[Cameroon] component A, complete sequence",2777,complete,Cameroon: southwestern rainforest region,Cameroon,,,A,,, || african cassava mosaic virus-[cameroon] || begomovirus manihotis || complete || cameroon: southwestern rainforest region || cameroon ||  ||  || 
AF112353.1,,African cassava mosaic virus-[Cameroon],Begomovirus manihotis,,component B,"African cassava mosaic virus-[Cameroon] component B, complete sequence",2726,complete,Cameroon: southwestern rainforest region,Cameroon,,,B,,, || african cassava mosaic virus-[cameroon] || begomovirus manihotis || complete || cameroon: southwestern rainforest region || cameroon ||  ||  || 
J02057.1,,African cassava mosaic virus,Begomovirus manihotis,West Kenyan 844,DNA1,"African cassava mosaic virus isolate West Kenyan 844 segment DNA1, complete sequence",2779,complete,,,Manihot esculenta,,A,west kenyan 844,west kenyan 844, || african cassava mosaic virus || begomovirus manihotis || complete ||  ||  || manihot esculenta ||  || west kenyan 844
